,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
238,Maruti Ertiga VDI,2015,640000,80000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,200.0,7
239,Mahindra XUV500 W4,2015,650000,125000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,330.0,7
240,Maruti Eeco 5,2017,409999,13500,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,101.0,5
241,Hyundai Santro Xing,2011,165000,75000,Petrol,Individual,Manual,First Owner,17.92,1086,62.1,96.1,5
242,Hyundai Accent GLE,2007,80000,120000,Petrol,Individual,Manual,Second Owner,13.2,1495,94.0,12.5,5
243,Mahindra XUV500 W8,2012,535000,120000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,330.0,7
244,Toyota Innova 2.5,2013,700000,70000,Diesel,Individual,Manual,First Owner,12.99,2494,100.57,200.0,7
245,Maruti Swift Dzire,2013,550000,70000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190.0,5
246,Honda Amaze S,2019,680000,15000,Petrol,Individual,Automatic,First Owner,19.0,1199,88.76,110.0,5
247,Hyundai i10 Sportz,2009,200000,53000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,111.8,5
248,Maruti Swift Dzire,2014,500000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,190.0,5
249,Maruti Ertiga SHVS,2016,1000000,70000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,200.0,7
250,Hyundai Getz 1.3,2008,110000,120000,Petrol,Individual,Manual,Second Owner,14.2,1341,82.9,11.8,5
251,Hyundai i20 1.2,2012,320000,100000,Petrol,Individual,Manual,Second Owner,18.5,1197,80.0,11.4,5
252,Tata Indica DLS,2005,75000,110000,Diesel,Individual,Manual,Second Owner,0.0,0,0.0,0.0,0
253,Maruti Swift LXI,2015,350000,100000,Petrol,Individual,Manual,First Owner,20.4,1197,83.11,113.0,5
254,Tata Indica Vista,2013,170000,162500,Diesel,Individual,Manual,First Owner,19.4,1405,70.0,135.4,5
255,Hyundai i20 2015-2017,2017,800000,39000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7,5
256,Maruti Ignis 1.3,2017,500000,75000,Diesel,Individual,Manual,First Owner,26.8,1248,74.0,190.0,5
257,Tata Hexa XTA,2017,1380000,50000,Diesel,Individual,Automatic,First Owner,17.6,2179,153.86,400.0,7
258,Mahindra Marazzo M6,2019,1300000,40000,Diesel,Individual,Manual,First Owner,17.3,1497,121.0,300.0,8
259,Hyundai Verna 1.6,2013,530000,92500,Diesel,Individual,Manual,First Owner,22.32,1582,126.3,259.9,5
260,Maruti Swift Dzire,2012,360000,158000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190.0,5
261,Maruti Swift Dzire,2012,310000,120000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,190.0,5
262,Honda City i,2015,725000,50000,Diesel,Individual,Manual,Second Owner,26.0,1498,98.6,200.0,5
263,Maruti Swift Dzire,2012,340000,110000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,190.0,5
264,Hyundai Xcent 1.2,2017,550000,2000,Diesel,Individual,Manual,Second Owner,25.4,1186,73.97,190.25,5
265,Toyota Fortuner 3.0,2011,1150000,181000,Diesel,Individual,Manual,Second Owner,11.5,2982,171.0,343.0,7
266,Tata Tiago 1.05,2016,380000,70000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,140.0,5
267,Nissan Sunny XL,2013,350000,90000,Petrol,Individual,Automatic,Second Owner,17.97,1498,99.6,134.0,5
268,Hyundai Elite i20,2019,610000,2000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,117.0,5
269,Maruti Swift Dzire,2015,525000,20000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,115.0,5
270,Toyota Innova 2.5,2011,480000,120000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,20.4,7
271,Mahindra Thar CRDe,2017,780000,35000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,247.0,6
272,Maruti Swift Dzire,2012,320000,193000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,190.0,5
273,Maruti Swift 1.2,2014,375000,80000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113.0,5
274,Datsun GO D,2019,300000,40000,Petrol,Individual,Manual,First Owner,19.02,1198,67.05,104.0,5
275,Hyundai i20 Asta,2015,500000,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.54,1396,88.73,219.7,5
276,Mahindra Scorpio LX,2011,404000,122358,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,290.0,9
277,Tata Sumo Gold,2015,500000,75000,Diesel,Individual,Manual,First Owner,14.07,2956,69.01,223.0,7
278,Tata Tiago Wizz,2017,350000,120000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,140.0,5
279,Tata Zest Revotron,2015,380000,40000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,140.0,5
280,Hyundai Accent GLE,2008,114999,95200,Petrol,Individual,Manual,Third Owner,13.2,1495,94.0,12.5,5
281,Honda Brio Exclusive,2014,335000,33033,Petrol,Dealer,Manual,First Owner,19.4,1198,86.8,109.0,5
282,Hyundai Grand i10,2015,465000,63063,Petrol,Dealer,Automatic,First Owner,18.9,1197,82.0,114.0,5
283,Tata Manza Club,2012,290000,60000,Diesel,Individual,Manual,First Owner,21.02,1248,88.76,200.0,5
284,Maruti Alto LX,2005,110000,45000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62.0,5
285,Tata New Safari,2011,450000,80000,Diesel,Individual,Manual,Third Owner,11.57,2179,138.1,320.0,7
286,Mahindra Bolero SLE,2009,400000,170000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,180.0,7
287,Mahindra Bolero DI,2007,210000,207890,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,180.0,7
288,Mercedes-Benz GL-Class 220d,2018,4600000,7976,Diesel,Individual,Automatic,First Owner,17.9,2143,170.0,400.0,5
289,Maruti Omni E,2016,220000,35000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,59.0,8
290,Hyundai Grand i10,2017,450000,35000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,114.0,5
291,Hyundai Grand i10,2017,450000,35000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,114.0,5
292,Hyundai i10 Sportz,2013,290000,50000,Petrol,Individual,Automatic,First Owner,16.95,1197,78.9,111.8,5
293,Maruti Swift VXI,2016,520000,20000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113.0,5
294,Hyundai i10 Sportz,2011,265000,20000,Petrol,Individual,Automatic,First Owner,16.95,1197,78.9,111.8,5
295,Maruti Swift VXI,2012,330000,50000,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8,114.0,5
296,Maruti Swift VXI,2012,330000,50000,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8,114.0,5
297,Mahindra Bolero 2011-2019,2014,509999,120000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195.0,7
298,Hyundai Verna 1.6,2014,500000,70000,Petrol,Individual,Manual,First Owner,17.1,1591,121.3,154.9,5
299,Hyundai i20 Active,2015,525000,50000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,114.73,5
300,Maruti Baleno Zeta,2019,675000,16500,Petrol,Individual,Manual,First Owner,21.01,1197,81.8,113.0,5
301,Hyundai i20 1.2,2010,300000,70000,Petrol,Individual,Manual,First Owner,17.0,1197,80.0,11.4,5
302,Maruti Alto LXI,2005,90000,99361,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62.0,5
303,Maruti Swift Dzire,2017,650000,25000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190.0,5
304,Maruti Swift Dzire,2014,409000,70000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,114.0,5
305,Hyundai Grand i10,2015,395000,80000,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,160.0,5
306,Maruti Swift 1.3,2010,215000,70000,Petrol,Individual,Manual,Second Owner,0.0,0,0.0,0.0,0
307,Maruti Swift Dzire,2014,400000,70000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,114.0,5
308,Chevrolet Beat LS,2012,120000,60000,Petrol,Individual,Manual,Third Owner,18.6,1199,79.4,108.0,5
309,Tata Tigor 1.2,2018,645000,10000,Petrol,Individual,Automatic,First Owner,20.3,1199,84.0,114.0,5
310,Maruti 800 Std,2006,81000,80000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,59.0,4
311,Honda City i-DTEC,2017,1300000,30000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,200.0,5
312,Honda City i-DTEC,2017,1250000,33000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,200.0,5
313,Maruti Ertiga VXI,2013,535000,90000,Petrol,Individual,Manual,Third Owner,16.02,1373,93.7,130.0,7
314,Nissan Terrano XV,2014,555000,80100,Diesel,Individual,Manual,Second Owner,19.01,1461,108.5,248.0,5
315,Honda City i,2014,725000,120000,Petrol,Individual,Manual,First Owner,17.4,1497,117.3,145.0,5
316,Mahindra Willys CJ,1983,300000,10000,Diesel,Individual,Manual,Third Owner,0.0,0,0.0,0.0,0
317,Renault KWID RXL,2016,229999,40000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5
318,Toyota Innova 2.5,2013,800000,160000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,200.0,8
319,Maruti Wagon R,2017,409999,47000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5
320,Hyundai Creta 1.4,2018,1210000,25000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,219.7,5
321,Tata Tiago 1.2,2017,400000,26000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114.0,5
322,Hyundai Grand i10,2018,520000,29000,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,190.24,5
323,Maruti Baleno Zeta,2016,650000,50000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,115.0,5
324,Maruti Swift ZXI,2011,325000,58000,Petrol,Individual,Manual,Third Owner,16.1,1298,88.2,11.5,5
325,Maruti Swift Dzire,2012,420000,120000,Petrol,Individual,Automatic,First Owner,17.4,1197,85.8,114.0,5
326,Maruti Swift LXI,2014,400000,50000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113.0,5
327,Hyundai i20 1.2,2010,254999,80000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197,80.0,11.4,5
328,Maruti Zen LXI,2003,65000,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60.0,78.0,5
329,Maruti Celerio LXI,2017,351000,36000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,90.0,5
330,Toyota Innova 2.5,2007,404000,120000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,20.4,8
331,Maruti Ritz LDi,2011,185000,185000,Diesel,Individual,Manual,Third Owner,21.1,1248,73.9,190.0,5
332,Nissan Micra Diesel,2011,250000,50000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,160.0,5
333,Maruti Zen LXI,2002,60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60.0,78.0,5
334,Hyundai Verna 1.6,2013,500000,50000,Petrol,Individual,Manual,Second Owner,17.1,1591,121.3,154.9,5
335,Maruti Zen Estilo,2007,85000,80000,Petrol,Individual,Manual,Second Owner,18.2,998,67.1,90.0,5
336,Hyundai Santro Xing,2005,85000,60000,Petrol,Individual,Manual,Second Owner,0.0,0,0.0,0.0,0
337,Maruti Alto LX,2005,85000,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,62.0,5
338,Maruti Swift Dzire,2011,265000,90000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248,73.9,190.0,5
339,Maruti A-Star Vxi,2010,130000,162000,Petrol,Individual,Manual,Second Owner,19.0,998,66.1,90.0,5
340,Maruti Ertiga VDI,2013,480000,110000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,200.0,7
341,Maruti Swift Ldi,2008,170000,120000,Diesel,Individual,Manual,Third Owner,17.8,1248,75.0,190.0,5
342,Nissan Micra Diesel,2011,275000,45000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,160.0,5
343,Maruti Wagon R,2005,89000,90000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,90.0,5
344,Ford Figo Diesel,2010,170000,90000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,160.0,5
345,Mahindra XUV300 W8,2019,1090000,16500,Petrol,Dealer,Manual,First Owner,17.0,1197,110.0,200.0,5
346,Hyundai Creta 1.6,2017,1100000,67000,Diesel,Individual,Automatic,First Owner,17.01,1582,126.2,259.9,5
347,Maruti Swift VXI,2018,610000,52000,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8,113.0,5
348,Datsun GO T,2016,335000,40000,Petrol,Dealer,Manual,First Owner,20.63,1198,67.0,104.0,5
349,Hyundai Grand i10,2015,434999,40000,Petrol,Dealer,Manual,First Owner,18.9,1197,82.0,114.0,5
350,Toyota Fortuner 2.8,2018,3000000,35000,Diesel,Individual,Manual,First Owner,14.24,2755,174.5,420.0,7
351,Renault KWID RXL,2018,390000,13000,Petrol,Dealer,Manual,First Owner,20.71,799,53.26,72.0,5
352,Honda Brio 1.2,2012,325000,40000,Petrol,Dealer,Manual,First Owner,18.5,1198,86.8,109.0,5
353,Volkswagen Ameo 1.2,2019,640000,10000,Petrol,Dealer,Manual,First Owner,17.0,1198,73.75,110.0,5
354,Nissan Sunny XV,2012,450000,9000,Petrol,Dealer,Manual,First Owner,16.95,1498,97.7,134.0,5
355,Toyota Etios Liva,2013,400000,70000,Diesel,Dealer,Manual,Second Owner,23.59,1364,67.06,170.0,5
356,Hyundai i10 Sportz,2009,215000,60000,Petrol,Dealer,Manual,First Owner,20.36,1197,78.9,111.8,5
357,Renault Duster 85PS,2014,570000,40000,Diesel,Dealer,Manual,First Owner,20.45,1461,83.8,200.0,5
358,Mahindra XUV500 W8,2012,680000,93000,Diesel,Dealer,Manual,First Owner,15.1,2179,140.0,330.0,7
359,Toyota Innova 2.5,2008,325000,80000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102.0,20.4,7
360,Tata Indigo CS,2011,150000,50000,Petrol,Individual,Manual,Second Owner,15.64,1193,64.08,100.0,5
361,Hyundai Elantra SX,2013,690000,68000,Petrol,Dealer,Automatic,First Owner,14.5,1797,147.5,177.5,5
362,Mercedes-Benz New C-Class,2013,1550000,25000,Diesel,Individual,Automatic,First Owner,14.84,2143,170.0,400.0,5
363,Tata Nano STD,2012,64000,18000,Petrol,Dealer,Manual,First Owner,25.4,624,37.5,51.0,4
364,Nissan Micra Diesel,2013,250000,120000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,160.0,5
365,Maruti Wagon R,2005,65000,35000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,90.0,5
366,Maruti Swift Dzire,2016,550000,60000,Diesel,Individual,Manual,Second Owner,26.59,1248,74.0,190.0,5
367,Hyundai i10 Magna,2010,140000,70000,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197,78.9,111.7,5
368,Renault KWID RXT,2016,300000,30000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5
369,Volkswagen GTI 1.8,2016,800000,70000,Petrol,Individual,Automatic,First Owner,16.34,1798,189.3,250.0,5
370,Jaguar XE 2016-2019,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,430.0,5
371,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,202.0,5
372,Jaguar XF 2.0,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,430.0,5
373,Tata Safari Storme,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,320.0,7
374,Volvo XC40 D4,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,400.0,5
375,Toyota Camry 2.5,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,213.0,5
376,Maruti Wagon R,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,90.0,5
377,Maruti Baleno Alpha,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190.0,5
378,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,110.0,5
379,Toyota Innova 2.5,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,200.0,7
380,Maruti Swift AMT,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,113.0,5
381,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,132.0,5
382,Maruti Swift AMT,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113.0,5
383,Hyundai Grand i10,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,190.24,5
384,BMW X4 M,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400.0,5
385,BMW X4 M,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400.0,5
386,Honda Amaze V,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,110.0,5
387,Skoda Rapid 1.6,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,153.0,5
388,Volvo V40 D3,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350.0,5
389,Hyundai i10 Magna,2010,150000,106000,Petrol,Individual,Manual,Third Owner,20.36,1197,78.9,111.7,5
390,Toyota Etios Liva,2012,265000,162000,Diesel,Individual,Manual,Third Owner,0.0,0,0.0,0.0,0
391,Honda CR-V 2.4L,2009,500000,120000,Petrol,Individual,Automatic,Second Owner,11.1,2354,158.8,218.0,5
392,Maruti Swift Dzire,2015,480000,90000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190.0,5
393,Hyundai Verna 1.6,2014,535000,70000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,259.8,5
394,Toyota Innova 2.5,2005,250000,240000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,20.4,8
395,Maruti SX4 Celebration,2012,300000,100000,Diesel,Individual,Manual,Second Owner,21.5,1248,88.8,200.0,5
396,Hyundai Verna XXi,2009,340000,214000,Petrol,Individual,Manual,Second Owner,13.9,1599,103.2,14.9,5
397,Hyundai Verna CRDi,2009,340000,214000,Diesel,Individual,Manual,Second Owner,16.8,1493,110.0,24.0,5
398,Maruti Alto 800,2016,240000,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69.0,5
399,Honda City i-VTEC,2018,1085000,1000,Petrol,Individual,Automatic,First Owner,18.0,1497,117.6,145.0,5
400,Maruti Swift Dzire,2017,750000,19000,Diesel,Individual,Automatic,First Owner,28.4,1248,74.02,190.0,5
401,Tata Indigo LS,2012,95000,265000,Diesel,Individual,Manual,Second Owner,17.0,1405,70.0,13.5,5
402,Maruti Eeco CNG,2020,409999,35000,CNG,Individual,Manual,First Owner,20.88,1196,61.7,85.0,5
403,Maruti Alto K10,2014,215000,80000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,90.0,5
404,Mahindra XUV500 AT,2016,1290000,50000,Diesel,Individual,Automatic,First Owner,16.0,2179,140.0,330.0,7
405,Maruti Alto K10,2010,150000,80000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,90.0,5
406,Hyundai EON Sportz,2013,219000,50000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5,5
407,Tata Tiago 1.2,2018,325000,100000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114.0,5
408,Maruti Eeco Smiles,2013,260000,120000,Petrol,Individual,Manual,Second Owner,15.1,1196,73.0,101.0,5
409,Jaguar XE 2016-2019,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,430.0,5
410,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,202.0,5
411,Jaguar XF 2.0,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,430.0,5
412,Tata Safari Storme,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,320.0,7
413,Volvo XC40 D4,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,400.0,5
414,Toyota Camry 2.5,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,213.0,5
415,Maruti Wagon R,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,90.0,5
416,Maruti Baleno Alpha,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190.0,5
417,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,110.0,5
418,Toyota Innova 2.5,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,200.0,7
419,Maruti Swift AMT,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,113.0,5
420,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,132.0,5
421,Maruti Swift AMT,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113.0,5
422,Hyundai Grand i10,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,190.24,5
423,BMW X4 M,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400.0,5
424,BMW X4 M,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400.0,5
425,Honda Amaze V,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,110.0,5
426,Skoda Rapid 1.6,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,153.0,5
427,Volvo V40 D3,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350.0,5
428,Honda Amaze S,2019,700000,40000,Diesel,Individual,Automatic,First Owner,23.8,1498,78.9,160.0,5
429,Hyundai Creta 1.4,2017,950000,45000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,219.7,5
430,Maruti Alto LXi,2010,160000,80000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62.0,5
431,Hyundai Xcent 1.1,2015,409999,135000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.01,180.4,5
432,Toyota Innova 2.5,2015,840000,120000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,200.0,7
433,Toyota Etios Liva,2013,450000,67000,Diesel,Individual,Manual,First Owner,23.59,1364,67.1,170.0,5
434,Maruti Swift Dzire,2017,900000,50000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190.0,5
435,Toyota Innova 2.5,2008,570000,134000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,20.4,7
436,Nissan Micra Diesel,2011,254999,110000,Diesel,Individual,Manual,Second Owner,23.08,1461,63.1,160.0,5
437,Maruti 800 AC,2009,130000,40000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,59.0,4
438,Maruti Swift Dzire,2013,530000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,190.0,5
439,Volkswagen Polo 1.5,2015,520000,110000,Diesel,Individual,Manual,Second Owner,20.14,1498,88.8,230.0,5
440,Mahindra Verito 1.5,2011,229999,170000,Diesel,Individual,Manual,Second Owner,21.0,1461,64.1,160.0,5
441,Maruti 800 AC,2004,81000,80000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,59.0,4
442,Maruti Swift VDI,2016,600000,47000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190.0,5
443,Hyundai Xcent 1.2,2015,409999,93000,Petrol,Individual,Manual,First Owner,19.1,1197,81.86,113.75,5
444,Maruti 800 Std,2010,120000,70000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,59.0,4
445,Maruti Celerio VXI,2014,320000,50000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,90.0,5
446,Ford Figo Diesel,2015,292000,70000,Diesel,Individual,Manual,First Owner,20.0,1399,68.05,160.0,5
447,Tata Safari DICOR,2012,390000,80000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,320.0,7
448,Ford Figo 1.2P,2016,550000,44000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,112.0,5
